Customer_ID;Country;Segment;Signup_Date
C07418;Germany;Consumer;16.02.2026
C07419;Romania;Small Business;03.08.2024
C07420;Romania;Small Business;22.03.2024
C07421;Spain;Consumer;11.11.2025
C07422;Romania;Consumer;28.11.2023
C07423;Romania;Small Business;31.03.2025
C07424;United Kingdom;Consumer;29.10.2023
C07425;France;Corporate;26.09.2023
C07426;United Kingdom;Consumer;30.11.2024
C07427;Italy;Consumer;08.01.2026
C07428;Romania;Consumer;07.01.2024
C07429;Spain;Consumer;15.07.2025
C07430;Spain;Consumer;28.01.2023
C07431;Germany;Consumer;09.06.2025
C07432;United Kingdom;Consumer;13.05.2024
C07433;Romania;Consumer;06.04.2023
C07434;Romania;Small Business;07.12.2024
C07435;Romania;Consumer;02.11.2023
C07436;Romania;Consumer;20.03.2025
C07437;Netherlands;Small Business;24.02.2023
C07438;Romania;Consumer;13.03.2024
C07439;Germany;Consumer;29.10.2023
C07440;Romania;Small Business;05.02.2024
C07441;Romania;Consumer;10.01.2023
C07442;Romania;Consumer;29.12.2023
C07443;Romania;Small Business;24.04.2023
C07444;United Kingdom;Corporate;06.03.2025
C07445;Netherlands;Small Business;09.08.2024
C07446;Romania;Consumer;28.12.2023
C07447;Netherlands;Consumer;25.02.2025
C07448;United Kingdom;Consumer;15.03.2026
C07449;Germany;Consumer;22.11.2024
C07450;Romania;Consumer;26.12.2023
C07451;Romania;Small Business;29.05.2024
C07452;Italy;;06.10.2025
C07453;Germany;Small Business;07.05.2023
C07454;Romania;Corporate;12.02.2024
C07455;France;Consumer;21.08.2024
C07456;Romania;Consumer;20.03.2025
C07457;France;Corporate;05.01.2025
C07458;Romania;Consumer;10.06.2025
C07459;Spain;Small Business;14.04.2026
C07460;Romania;Consumer;11.08.2023
C07461;Romania;Consumer;03.09.2024
C07462;United Kingdom;Consumer;29.04.2024
C07463;Romania;Consumer;23.04.2023
C07464;Spain;Corporate;12.06.2023
C07465;United Kingdom;Consumer;13.03.2025
C07466;Romania;Consumer;13.10.2024
C07467;Romania;Small Business;09.01.2024
C07468;Spain;Corporate;06.03.2026
C07469;Germany;Consumer;01.02.2024
C07470;Italy;Small Business;30.01.2025
C07471;Romania;Consumer;15.06.2026
C07472;Spain;Small Business;14.06.2025
C07473;Germany;Small Business;18.07.2025
C07474;United Kingdom;Small Business;28.12.2023
C07475;Romania;Consumer;13.03.2026
C07476;ROMANIA;Corporate;20.01.2024
C07477;Spain;Consumer;03.08.2025
C07478;Netherlands;Small Business;07.11.2024
C07479;Romania;Small Business;17.06.2023
C07480;Spain;Consumer;26.01.2023
C07481;Romania;Corporate;05.06.2023
C07482;Romania;Small Business;23.07.2023
C07483;Romania;Small Business;14.10.2023
C07484;Romania;Consumer;16.03.2024
C07485;Romania;Small Business;30.10.2023
C07486;Romania;Consumer;26.02.2026
C07487;Romania;Corporate;13.05.2026
C07488;France;Consumer;25.05.2026
C07489;Italy;Consumer;22.07.2023
C07490;United Kingdom;Consumer;12.11.2024
C07491;Romania;Small Business;15.05.2023
C07492;France;Consumer;23.06.2025
C07493;Romania;Small Business;25.06.2023
C07494;France;Small Business;06.01.2024
C07495;Germany;Consumer;16.09.2023
C07496;Romania;Small Business;05.09.2024
C07497;Romania;Small Business;15.04.2024
C07498;Italy;Consumer;20.11.2024
C07499;Spain;Consumer;09.09.2023
C07500;United Kingdom;Consumer;10.10.2024
C07501;Netherlands;Consumer;23.04.2023
C07502;Spain;Consumer;22.02.2023
C07503;ROMANIA;Consumer;24.06.2023
C07504;France;Consumer;07.12.2023
C07505;Romania;Corporate;04.10.2025
C07506;Germany;Consumer;26.02.2024
C07507;Romania;Small Business;25.10.2024
C07508;Netherlands;Small Business;15.05.2025
C07509;United Kingdom;Small Business;09.08.2025
C07510;Romania;Consumer;14.01.2025
C07511;Romania;Consumer;14.08.2023
C07512;Romania;Small Business;25.04.2025
C07513;France;Small Business;25.01.2024
C07514;Spain;Small Business;24.01.2025
C07515;Romania;Consumer;07.06.2026
C07516;Romania;Consumer;03.04.2023
C07517;Germany;Consumer;20.04.2023
C07518;Romania;Consumer;15.11.2023
C07519;Germany;Small Business;13.07.2024
C07520;Romania;Consumer;03.09.2024
C07521;Romania;Consumer;13.01.2024
C07522;Romania;Consumer;23.02.2026
C07523;Spain;Consumer;10.01.2023
C07524;Romania;Consumer;25.11.2024
C07525;Romania;Consumer;05.12.2024
C07526;France;Consumer;09.09.2025
C07527;Spain;Small Business;02.12.2024
C07528;Romania;Small Business;22.06.2023
C07529;Romania;Consumer;13.02.2024
C07530;United Kingdom;Consumer;09.08.2023
C07531;Romania;Small Business;13.03.2026
C07532;United Kingdom;Consumer;15.05.2024
C07533;Romania;Consumer;10.04.2024
C07534;Romania;Consumer;15.08.2024
C07535;Romania;Corporate;31.07.2023
C07536;United Kingdom;Consumer;18.12.2025
C07537;Romania;Corporate;28.04.2025
C07538;Romania;Consumer;30.06.2025
C07539;Romania;Consumer;24.12.2023
C07540;France;Consumer;27.08.2024
C07541;Romania;Small Business;02.11.2023
C07542;United Kingdom;Consumer;28.01.2023
C07543;United Kingdom;Consumer;14.07.2025
C07544;Romania;Corporate;02.01.2026
C07545;Netherlands;Consumer;14.10.2023
C07546;Italy;Consumer;11.03.2025
C07547;Romania;Small Business;04.03.2026
C07548;Romania;Consumer;02.08.2025
C07549;Romania;Consumer;28.11.2025
C07550;Romania;Small Business;11.02.2026
C07551;Germany;Consumer;19.11.2023
C07552;Spain;Consumer;04.04.2023
C07553;Italy;Consumer;19.10.2025
C07554;Romania;Consumer;06.10.2025
C07555;Romania;Consumer;02.09.2023
C07556;Romania;Consumer;27.02.2026
C07557;Germany;Consumer;01.02.2023
C07558;Romania;Consumer;26.04.2024
C07559;Spain;Consumer;11.05.2026
C07560;Italy;Consumer;25.03.2024
C07561;Romania;Consumer;29.08.2025
C07562;United Kingdom;Corporate;18.02.2023
C07563;Germany;Consumer;15.09.2024
C07564;France;Consumer;24.09.2025
C07565;Romania;Small Business;11.12.2025
C07566;Romania;Consumer;10.07.2024
C07567;United Kingdom;Corporate;07.04.2023
C07568;Romania;Small Business;10.11.2024
C07569;Germany;Consumer;01.08.2025
C07570;Romania;Consumer;29.07.2024
C07571;United Kingdom;Consumer;05.05.2026
C07572;Italy;Small Business;05.02.2024
C07573;Romania;Consumer;10.11.2025
C07574;Romania;Small Business;21.08.2025
C07575;France;Small Business;04.07.2024
C07576;Romania;Small Business;05.05.2023
C07577;Germany;Consumer;17.03.2024
C07578;United Kingdom;Small Business;06.09.2025
C07579;Romania;Small Business;12.02.2026
C07580;Italy;Consumer;06.08.2024
C07581;Germany;Small Business;07.01.2024
C07582;United Kingdom;Consumer;03.09.2025
C07583;Romania;Corporate;11.04.2026
C07584;Romania;Consumer;01.07.2023
C07585;Romania;Consumer;13.02.2024
C07586;Spain;Small Business;11.10.2025
C07587;Italy;Consumer;09.06.2023
C07588;France;Consumer;27.05.2026
C07589;Romania;Consumer;28.10.2023
C07590;Germany;Small Business;12.09.2024
C07591;France;Consumer;24.10.2024
C07592;United Kingdom;Consumer;22.04.2024
C07593;Romania;Consumer;17.06.2023
C07594;ROMANIA;Consumer;08.02.2023
C07595;Romania;Consumer;29.04.2024
C07596;Romania;Consumer;10.12.2023
C07597;Spain;Corporate;01.03.2026
C07598;Germany;Small Business;28.04.2025
C07599;Romania;Corporate;30.04.2023
C07600;Germany;Small Business;21.08.2025
C07601;Netherlands;Small Business;23.02.2025
C07602;Romania;Corporate;10.06.2023
C07603;France;Consumer;30.05.2024
C07604;Romania;Corporate;29.07.2025
C07605;Romania;Consumer;06.04.2025
C07606;Romania;Consumer;01.01.2025
C07607;Germany;Consumer;16.09.2024
C07608;Romania;Consumer;31.05.2025
C07609;Romania;Consumer;23.01.2026
C07610;United Kingdom;Consumer;07.08.2023
C07611;Germany;Consumer;28.05.2024
C07612;United Kingdom;Small Business;18.12.2025
C07613;Italy;Consumer;10.10.2024
C07614;Romania;Consumer;13.08.2023
C07615;Romania;Small Business;16.06.2023
C07616;Germany;Consumer;17.07.2025
C07617;Germany;Small Business;17.09.2024
C07618;Romania;Consumer;05.10.2025
C07619;Romania;Consumer;27.05.2023
C07620;Romania;Corporate;13.02.2025
C07621;Romania;Consumer;14.01.2025
C07622;Netherlands;Small Business;09.08.2024
C07623;Germany;Consumer;29.06.2024
C07624;Romania;Consumer;13.12.2023
C07625;Germany;Small Business;26.09.2025
C07626;United Kingdom;Consumer;27.02.2024
C07627;Romania;Consumer;17.06.2024
C07628;Romania;Small Business;01.01.2026
C07629;United Kingdom;Consumer;15.03.2025
C07630;Romania;Consumer;19.02.2023
C07631;Germany;Consumer;17.03.2023
C07632;Germany;Consumer;17.11.2024
C07633;France;Consumer;24.06.2025
C07634;Netherlands;Consumer;24.08.2024
C07635;France;Consumer;06.05.2026
C07636;Germany;Consumer;21.12.2025
C07637;Romania;Small Business;25.07.2024
C07638;Germany;Consumer;28.10.2023
C07639;Italy;Corporate;13.01.2023
C07640;Spain;Consumer;12.02.2023
C07641;Italy;Consumer;09.02.2025
C07642;Romania;Small Business;03.03.2024
C07643;United Kingdom;Consumer;05.07.2023
C07644;Italy;Consumer;04.04.2023
C07645;United Kingdom;Corporate;20.08.2024
C07646;United Kingdom;Small Business;16.01.2025
C07647;Germany;Consumer;11.02.2023
C07648;United Kingdom;Small Business;18.06.2024
C07649;Romania;Consumer;19.07.2024
C07650;Romania;Small Business;13.03.2023
C07651;Italy;Consumer;20.01.2026
C07652;Spain;Consumer;21.10.2023
C07653;Italy;Consumer;22.06.2023
C07654;Romania;Consumer;20.06.2023
C07655;Romania;Small Business;27.09.2024
C07656;Romania;Consumer;22.06.2025
C07657;Italy;Consumer;20.11.2023
C07658;United Kingdom;Small Business;04.09.2025
C07659;Netherlands;Consumer;30.11.2023
C07660;Romania;Corporate;27.08.2023
C07661;Germany;Consumer;31.03.2025
C07662;France;Consumer;14.09.2025
C07663;Romania;Consumer;12.08.2025
C07664;Netherlands;Consumer;12.12.2024
C07665;Germany;Consumer;19.01.2026
C07666;Romania;Small Business;19.12.2025
C07667;Romania;Consumer;22.12.2023
C07668;Italy;Corporate;11.03.2025
C07669;United Kingdom;Consumer;01.04.2023
C07670;France;Small Business;12.04.2023
C07671;France;Consumer;18.07.2024
C07672;Romania;Consumer;16.06.2025
C07673;France;Consumer;15.01.2025
C07674;Spain;Consumer;29.07.2023
C07675;Romania;Consumer;01.08.2025
C07676;France;Consumer;13.02.2025
C07677;Romania;Consumer;22.08.2025
C07678;Romania;Corporate;20.02.2025
C07679;Romania;Consumer;06.01.2026
C07680;Italy;Consumer;07.04.2024
C07681;Romania;Consumer;09.02.2023
C07682;Romania;Consumer;03.02.2025
C07683;United Kingdom;Consumer;05.06.2026
C07684;Romania;Consumer;06.05.2023
C07685;France;Consumer;18.05.2026
C07686;Spain;Small Business;09.09.2025
C07687;Romania;Consumer;15.02.2023
C07688;Romania;Consumer;23.11.2024
C07689;Netherlands;Small Business;04.02.2024
C07690;Romania;Consumer;14.04.2025
C07691;Romania;Consumer;03.09.2025
C07692;Spain;Consumer;22.04.2024
C07693;Italy;Small Business;02.09.2024
C07694;United Kingdom;Consumer;20.02.2023
C07695;Germany;Corporate;06.01.2023
C07696;Spain;Consumer;26.08.2025
C07697;United Kingdom;Corporate;28.03.2024
C07698;United Kingdom;Consumer;25.01.2026
C07699;Italy;Small Business;08.01.2025
C07700;United Kingdom;Consumer;20.05.2024
C07701;Germany;Small Business;27.01.2026
C07702;Romania;Consumer;14.03.2023
C07703;Germany;Small Business;24.11.2025
C07704;Germany;Small Business;05.04.2023
C07705;Romania;Consumer;22.04.2026
C07706;;Consumer;22.12.2024
C07707;France;Consumer;20.08.2024
C07708;Romania;Corporate;15.04.2025
C07709;Romania;Corporate;15.10.2025
C07710;Romania;Consumer;30.12.2023
C07711;Romania;Consumer;09.05.2023
C07712;France;Consumer;19.05.2026
C07713;Romania;Consumer;23.10.2024
C07714;Romania;Consumer;02.01.2024
C07715;France;Small Business;15.03.2026
C07716;Romania;Consumer;20.02.2023
C07717;Romania;Small Business;06.12.2025
C07718;Italy;Corporate;24.01.2023
C07719;Germany;Consumer;16.04.2025
C07720;France;Consumer;18.02.2023
C07721;Italy;Consumer;10.07.2023
C07722;Spain;Consumer;21.02.2024
C07723;Romania;Small Business;21.08.2023
C07724;ROMANIA;Consumer;26.02.2023
C07725;United Kingdom;Consumer;15.05.2025
C07726;Romania;Small Business;29.08.2025
C07727;Spain;Consumer;20.02.2024
C07728;Romania;Consumer;09.06.2025
C07729;Italy;Corporate;25.02.2024
C07730;Germany;Consumer;02.10.2023
C07731;Germany;Consumer;17.12.2025
C07732;Romania;Consumer;01.11.2024
C07733;Spain;Consumer;27.01.2023
C07734;Germany;Consumer;11.06.2025
C07735;Romania;Small Business;15.05.2024
C07736;Romania;Consumer;04.04.2023
C07737;France;Consumer;31.10.2023
C07738;Romania;Consumer;12.02.2024
C07739;Germany;Consumer;04.02.2023
C07740;United Kingdom;Corporate;18.07.2025
C07741;Romania;Small Business;04.10.2023
C07742;Germany;Small Business;19.07.2023
C07743;Romania;Consumer;24.08.2023
C07744;Spain;Consumer;30.06.2025
C07745;;Small Business;05.10.2024
C07746;Romania;Small Business;09.07.2024
C07747;Germany;Small Business;20.05.2025
C07748;Germany;Consumer;24.08.2024
C07749;Netherlands;Consumer;26.01.2025
C07750;Romania;Consumer;25.01.2026
C07751;Germany;Consumer;22.02.2025
C07752;Spain;Consumer;09.01.2026
C07753;Romania;Consumer;26.03.2025
C07754;Germany;Consumer;05.04.2026
C07755;Romania;Consumer;06.04.2025
C07756;United Kingdom;Consumer;26.05.2025
C07757;Romania;Consumer;21.10.2024
C07758;Netherlands;Consumer;20.12.2025
C07759;Romania;Consumer;24.01.2024
C07760;Romania;Corporate;25.11.2024
C07761;Italy;Consumer;26.02.2026
C07762;Italy;Small Business;29.09.2023
C07763;United Kingdom;Consumer;13.07.2024
C07764;France;Consumer;02.02.2023
C07765;Romania;Consumer;29.12.2024
C07766;United Kingdom;Small Business;19.03.2024
C07767;Romania;Small Business;14.12.2024
C07768;Romania;Consumer;29.10.2023
C07769;Spain;Small Business;22.11.2025
C07770;ROMANIA;Small Business;11.06.2026
C07771;Romania;Small Business;13.11.2024
C07772;Romania;Consumer;17.02.2025
C07773;Spain;Consumer;06.08.2024
C07774;Romania;Small Business;16.01.2024
C07775;Romania;Small Business;10.08.2024
C07776;Romania;Corporate;22.09.2024
C07777;Romania;Consumer;22.09.2025
C07778;Romania;Small Business;30.05.2025
C07779;Netherlands;Small Business;26.02.2024
C07780;Romania;Small Business;26.02.2025
C07781;Germany;Small Business;07.04.2026
C07782;France;Consumer;16.06.2024
C07783;Germany;Small Business;16.12.2025
C07784;France;Consumer;27.08.2024
C07785;United Kingdom;Consumer;26.06.2023
C07786;Germany;Consumer;21.08.2023
C07787;United Kingdom;Small Business;09.02.2024
C07788;France;Consumer;12.01.2025
C07789;United Kingdom;Consumer;01.03.2026
C07790;France;Consumer;17.05.2024
C07791;Romania;Corporate;22.12.2023
C07792;United Kingdom;Small Business;15.04.2025
C07793;France;Consumer;10.02.2024
C07794;Romania;Consumer;10.07.2024
C07795;Italy;Consumer;05.10.2023
C07796;Romania;Consumer;11.01.2024
C07797;Romania;Small Business;11.03.2023
C07798;Italy;Consumer;26.12.2024
C07799;Romania;Consumer;02.09.2024
C07800;Romania;Small Business;08.08.2023
C07801;Romania;Consumer;21.08.2025
C07802;Italy;Consumer;15.09.2023
C07803;Romania;Consumer;22.04.2025
C07804;United Kingdom;Consumer;24.05.2023
C07805;France;Consumer;05.02.2023
C07806;United Kingdom;Corporate;07.06.2023
C07807;Spain;Small Business;29.10.2024
C07808;France;Small Business;18.08.2023
C07809;Romania;Small Business;26.02.2024
C07810;Spain;Consumer;16.11.2024
C07811;Germany;Small Business;29.03.2025
C07812;Romania;Consumer;27.09.2025
C07813;Romania;Consumer;31.05.2024
C07814;United Kingdom;Consumer;16.05.2023
C07815;Romania;Consumer;05.06.2026
C07816;Germany;Consumer;19.09.2025
C07817;Romania;Consumer;23.11.2025
C07818;Germany;Consumer;23.03.2026
C07819;Romania;Consumer;12.06.2025
C07820;Italy;Consumer;21.06.2026
C07821;Romania;Consumer;19.10.2024
C07822;Romania;Consumer;16.12.2024
C07823;Romania;Consumer;24.01.2025
C07824;Germany;Consumer;10.10.2024
C07825;United Kingdom;Consumer;18.07.2024
C07826;Germany;Consumer;26.02.2024
C07827;Romania;Small Business;10.10.2025
C07828;Italy;Consumer;24.02.2024
C07829;Romania;Consumer;04.03.2026
C07830;Romania;Small Business;14.08.2025
C07831;France;Consumer;28.06.2026
C07832;United Kingdom;Consumer;03.04.2025
C07833;United Kingdom;Consumer;03.02.2025
C07834;Romania;Small Business;03.03.2024
C07835;Romania;Consumer;20.05.2025
C07836;Germany;Corporate;10.01.2025
C07837;Romania;Small Business;25.05.2024
C07838;Romania;Consumer;28.03.2023
C07839;Netherlands;Consumer;11.01.2023
C07840;United Kingdom;Consumer;22.10.2023
C07841;Romania;Consumer;16.06.2025
C07842;Romania;Consumer;18.03.2026
C07843;France;Consumer;06.04.2026
C07844;Romania;Small Business;01.01.2026
C07845;Romania;Small Business;06.01.2023
C07846;Romania;Corporate;26.01.2026
C07847;United Kingdom;Consumer;14.05.2026
C07848;United Kingdom;Small Business;28.05.2024
C07849;Romania;Small Business;28.02.2023
C07850;Romania;Small Business;29.06.2025
C07851;United Kingdom;Small Business;18.01.2023
C07852;Germany;Consumer;25.03.2025
C07853;United Kingdom;Small Business;15.02.2024
C07854;Romania;Consumer;21.11.2024
C07855;United Kingdom;Small Business;19.03.2026
C07856;Spain;Consumer;13.07.2023
C07857;Germany;Consumer;13.02.2023
C07858;Romania;Consumer;04.01.2025
C07859;United Kingdom;Consumer;07.06.2025
C07860;Romania;Consumer;17.01.2024
C07861;Romania;Small Business;29.07.2023
C07862;Romania;Consumer;16.06.2025
C07863;Spain;Consumer;29.05.2025
C07864;Romania;Consumer;20.04.2026
C07865;Italy;Consumer;07.01.2026
C07866;Germany;Consumer;17.07.2025
C07867;Germany;Small Business;26.01.2023
C07868;Romania;Corporate;28.11.2023
C07869;United Kingdom;Consumer;15.04.2025
C07870;Romania;Consumer;16.08.2024
C07871;Romania;Small Business;08.03.2023
C07872;Romania;Consumer;21.12.2024
C07873;Romania;Small Business;27.08.2025
C07874;Germany;Consumer;15.07.2025
C07875;Romania;Small Business;23.03.2026
C07876;Romania;Consumer;08.07.2023
C07877;Netherlands;Corporate;02.05.2026
C07878;Romania;Corporate;01.11.2024
C07879;Romania;Consumer;25.01.2024
C07880;Romania;Consumer;02.01.2026
C07881;Romania;Consumer;12.05.2023
C07882;United Kingdom;Consumer;05.02.2023
C07883;Romania;Corporate;21.07.2025
C07884;Romania;Consumer;17.07.2025
C07885;United Kingdom;Consumer;26.04.2023
C07886;Romania;Consumer;28.01.2026
C07887;Spain;Consumer;08.12.2025
C07888;Netherlands;Small Business;12.10.2025
C07889;Romania;Consumer;14.05.2024
C07890;Romania;Small Business;04.04.2026
C07891;Romania;Consumer;17.06.2023
C07892;Romania;Small Business;25.09.2025
C07893;Germany;Consumer;09.12.2025
C07894;Germany;Consumer;22.10.2024
C07895;Romania;Consumer;17.03.2024
C07896;Romania;Corporate;31.08.2024
C07897;Romania;Small Business;02.03.2023
C07898;Netherlands;Small Business;10.02.2023
C07899;Spain;Consumer;06.03.2024
C07900;Romania;Consumer;24.01.2023
C07901;United Kingdom;Consumer;21.03.2025
C07902;Romania;Small Business;26.03.2025
C07903;United Kingdom;Small Business;26.12.2025
C07904;Germany;Consumer;18.12.2023
C07905;Italy;Consumer;05.11.2025
C07906;Romania;Consumer;27.01.2024
C07907;Romania;Consumer;23.11.2024
C07908;Netherlands;Small Business;26.10.2025
C07909;Romania;Corporate;29.03.2024
C07910;Romania;Consumer;22.05.2023
C07911;United Kingdom;Small Business;06.11.2025
C07912;France;Small Business;29.12.2023
C07913;United Kingdom;Consumer;04.10.2023
C07914;France;Consumer;24.05.2025
C07915;United Kingdom;Consumer;12.11.2024
C07916;Romania;Corporate;09.02.2023
C07917;Germany;Consumer;12.03.2026
C07918;France;Consumer;25.10.2024
C07919;Italy;Consumer;11.12.2023
C07920;Romania;Small Business;24.05.2025
C07921;Romania;Consumer;29.08.2025
C07922;France;Corporate;13.08.2025
C07923;Romania;Consumer;20.03.2025
C07924;Romania;Corporate;22.01.2026
C07925;Italy;Consumer;15.02.2025
C07926;Germany;Consumer;05.11.2023
C07927;Romania;Small Business;10.10.2023
C07928;Romania;Consumer;05.05.2024
C07929;Romania;Consumer;13.07.2025
C07930;France;Small Business;29.01.2023
C07931;Germany;Consumer;20.01.2024
C07932;Romania;Consumer;06.07.2024
C07933;Romania;Small Business;29.12.2024
C07934;Romania;Small Business;07.07.2023
C07935;Romania;Consumer;28.04.2023
C07936;Romania;Consumer;07.03.2026
C07937;Germany;Consumer;03.05.2023
C07938;Romania;Consumer;12.04.2023
C07939;Romania;Consumer;05.09.2023
C07940;Romania;Consumer;13.03.2024
C07941;Romania;Small Business;03.10.2023
C07942;Romania;Consumer;05.11.2025
C07943;Romania;Consumer;11.06.2023
C07944;Romania;Small Business;27.06.2023
C07945;Romania;Small Business;31.05.2023
C07946;United Kingdom;Small Business;13.04.2025
C07947;Romania;Consumer;26.01.2026
C07948;France;Consumer;27.07.2023
C07949;United Kingdom;Corporate;08.12.2024
C07950;Romania;Consumer;20.04.2024
C07951;Romania;Consumer;04.03.2025
C07952;ROMANIA;Consumer;09.04.2025
C07953;Romania;Small Business;03.01.2024
C07954;Germany;Consumer;10.02.2025
C07955;Romania;Consumer;12.03.2023
C07956;France;Consumer;12.09.2024
C07957;Germany;Corporate;20.05.2026
C07958;United Kingdom;Consumer;21.02.2026
C07959;France;Consumer;10.03.2023
C07960;Germany;Corporate;14.03.2023
C07961;Spain;Consumer;15.11.2025
C07962;Netherlands;Consumer;25.09.2023
C07963;Romania;Consumer;28.04.2025
C07964;Romania;Consumer;23.11.2024
C07965;Romania;Consumer;03.06.2024
C07966;Romania;Consumer;10.08.2025
C07967;Germany;Consumer;26.11.2023
C07968;Romania;Small Business;02.09.2025
C07969;Germany;Consumer;24.10.2023
C07970;France;Consumer;25.01.2026
C07971;Romania;Small Business;13.06.2025
C07972;Germany;Corporate;26.11.2024
C07973;Romania;Consumer;07.05.2023
C07974;France;Consumer;30.09.2023
C07975;United Kingdom;Consumer;17.03.2025
C07976;Romania;Small Business;31.12.2024
C07977;United Kingdom;Small Business;12.05.2023
C07978;Romania;Consumer;07.05.2023
C07979;United Kingdom;Consumer;13.02.2025
C07980;Germany;Consumer;25.04.2024
C07981;Romania;Small Business;27.08.2024
C07982;United Kingdom;Consumer;19.12.2025
C07983;Italy;Consumer;18.11.2023
C07984;France;Consumer;04.06.2025
C07985;Germany;Small Business;08.01.2026
C07986;United Kingdom;Corporate;12.03.2026
C07987;Romania;Consumer;30.05.2026
C07988;France;Corporate;06.01.2023
C07989;Italy;Consumer;07.04.2023
C07990;Romania;Small Business;13.01.2026
C07991;Romania;Small Business;20.09.2023
C07992;Romania;Consumer;06.01.2024
C07993;Romania;Consumer;26.08.2024
C07994;Romania;Consumer;16.04.2025
C07995;Romania;Small Business;18.02.2023
C07996;Germany;Consumer;07.04.2025
C07997;Romania;Consumer;29.04.2023
C07998;Romania;Consumer;17.04.2024
C07999;United Kingdom;Consumer;23.02.2026
C08000;Romania;Consumer;10.06.2023
C08001;Romania;Small Business;28.02.2023
C08002;France;Consumer;29.08.2024
C08003;Netherlands;Consumer;12.11.2023
C08004;Germany;Consumer;10.11.2023
C08005;Romania;Corporate;24.06.2024
C08006;Romania;Consumer;06.08.2023
C08007;Netherlands;Consumer;27.01.2023
C08008;United Kingdom;Consumer;26.03.2026
C08009;France;Consumer;31.10.2025
C08010;United Kingdom;Consumer;09.06.2024
C08011;Romania;Consumer;25.11.2025
C08012;Romania;Consumer;24.06.2026
C08013;France;Consumer;18.05.2024
C08014;Italy;Consumer;19.07.2023
C08015;Romania;Consumer;15.09.2023
C08016;Germany;Small Business;11.05.2026
C08017;Romania;Consumer;12.02.2026
C08018;Spain;Consumer;12.06.2025
C08019;Romania;Corporate;15.05.2025
C08020;United Kingdom;Consumer;26.01.2024
C08021;Romania;Small Business;30.10.2024
C08022;United Kingdom;Consumer;14.04.2024
C08023;United Kingdom;Corporate;15.05.2024
C08024;Romania;Consumer;16.07.2025
C08025;France;Consumer;19.11.2024
C08026;Italy;Small Business;30.06.2024
C08027;Italy;Consumer;15.11.2023
C08028;Romania;Consumer;16.04.2025
C08029;France;Consumer;27.07.2024
C08030;Germany;Consumer;05.03.2023
C08031;Germany;Small Business;25.05.2025
C08032;Romania;Consumer;03.03.2024
C08033;Germany;Consumer;08.06.2024
C08034;Romania;Consumer;15.06.2026
C08035;Romania;Consumer;24.05.2025
C08036;Romania;Small Business;27.03.2023
C08037;Romania;Consumer;31.07.2025
C08038;Romania;Consumer;08.01.2024
C08039;Romania;Consumer;19.08.2025
C08040;France;Consumer;27.12.2024
C08041;Germany;Consumer;05.06.2025
C08042;Romania;Small Business;24.08.2023
C08043;;Consumer;23.06.2023
C08044;Spain;Consumer;12.06.2025
C08045;Italy;Corporate;02.04.2023
C08046;Italy;Consumer;11.11.2025
C08047;Netherlands;Small Business;06.07.2024
C08048;Germany;Consumer;01.05.2023
C08049;Netherlands;Consumer;01.09.2025
C08050;Spain;Consumer;17.02.2026
C08051;Romania;Consumer;27.03.2023
C08052;Italy;Small Business;16.04.2026
C08053;France;Consumer;12.06.2024
C08054;France;Consumer;02.05.2025
C08055;Italy;Small Business;06.12.2023
C08056;Romania;Consumer;22.05.2023
C08057;Romania;Consumer;13.06.2026
C08058;United Kingdom;Consumer;14.04.2025
C08059;France;Consumer;22.11.2023
C08060;Italy;Corporate;30.03.2024
C08061;Italy;Consumer;25.08.2025
C08062;United Kingdom;Consumer;23.01.2024
C08063;Spain;Consumer;27.05.2025
C08064;Romania;Consumer;16.02.2023
C08065;Spain;Consumer;13.06.2026
C08066;Romania;Consumer;13.07.2025
C08067;Germany;Consumer;05.03.2024
C08068;Romania;Consumer;24.12.2024
C08069;Germany;Consumer;10.08.2023
C08070;Romania;Consumer;29.07.2024
C08071;Romania;Consumer;26.03.2024
C08072;United Kingdom;Consumer;10.05.2024
C08073;France;Small Business;03.11.2025
C08074;Romania;Consumer;09.06.2024
C08075;United Kingdom;Consumer;08.01.2023
C08076;Romania;Small Business;01.08.2024
C08077;Romania;Consumer;08.03.2023
C08078;Romania;Consumer;01.09.2024
C08079;Germany;Small Business;16.05.2025
C08080;France;Consumer;05.05.2023
C08081;Germany;Consumer;22.03.2023
C08082;France;Consumer;30.04.2024
C08083;Germany;Consumer;07.09.2024
C08084;France;Consumer;23.03.2023
C08085;Netherlands;Consumer;20.02.2024
C08086;Romania;Consumer;17.09.2025
C08087;Romania;Consumer;29.12.2024
C08088;Romania;Consumer;28.10.2024
C08089;Germany;Consumer;14.05.2023
C08090;Germany;Consumer;17.10.2025
C08091;Romania;Consumer;01.07.2024
C08092;Italy;Consumer;22.02.2025
C08093;Spain;Consumer;15.07.2023
C08094;Romania;Small Business;14.05.2025
C08095;Romania;Corporate;18.01.2024
C08096;Romania;Consumer;22.02.2023
C08097;Romania;Consumer;26.10.2023
C08098;Italy;Small Business;11.04.2024
C08099;Germany;Consumer;15.07.2024
C08100;Romania;Corporate;20.10.2023
C08101;Romania;Small Business;03.10.2025
C08102;Romania;Small Business;03.12.2023
C08103;Romania;Consumer;29.05.2023
C08104;Romania;Consumer;11.10.2023
C08105;United Kingdom;Consumer;25.05.2024
C08106;Germany;Consumer;27.02.2023
