Return_ID;Order_ID;Return_Date;Returned_Quantity;Return_Reason
R001116;O0010005;21.10.2025;1;Damaged
R001117;O0041298;08.03.2026;1;Damaged
R001118;O0040513;20.09.2025;3;Damaged
R001119;O0027650;07.02.2026;2;Customer Changed Mind
R001120;O0032927;15.08.2025;3;Customer Changed Mind
R001121;O0056687;14.07.2026;3;Wrong Item
R001122;O0045648;18.02.2026;2;Damaged
R001123;O0013965;25.11.2025;1;Wrong Item
R001124;O0058653;15.02.2025;3;Other
R001125;O0018857;22.04.2025;1;Wrong Item
R001126;O0023710;16.04.2025;1;Damaged
R001127;O0018213;04.02.2026;3;Damaged
R001128;O0049835;23.09.2025;3;Customer Changed Mind
R001129;O0020712;03.11.2025;1;Damaged
R001130;O0023208;11.01.2026;1;Customer Changed Mind
R001131;O0032660;09.04.2025;3;Customer Changed Mind
R001132;O0035846;07.07.2026;1;Wrong Item
R001133;O0011097;20.12.2025;3;Wrong Item
R001134;O0014127;09.06.2026;3;Damaged
R001135;O0055684;09.05.2025;3;Customer Changed Mind
R001136;O0058896;14.01.2026;3;Wrong Item
R001137;O0018224;12.08.2025;2;Late Delivery
R001138;O0010125;17.12.2025;3;Other
R001139;O0042585;09.01.2026;2;Other
R001140;O0037081;07.12.2025;3;Damaged
R001141;O0022113;30.05.2026;3;Wrong Item
R001142;O0055957;08.04.2025;3;Damaged
R001143;O0059296;21.08.2025;1;Other
R001144;O0001118;15.06.2026;2;Wrong Item
R001145;O0037527;04.12.2025;1;Damaged
R001146;O0051835;03.02.2025;3;Customer Changed Mind
R001147;O0055193;23.08.2025;3;Customer Changed Mind
R001148;O0051790;26.06.2025;1;Customer Changed Mind
R001149;O0035659;17.12.2025;3;Customer Changed Mind
R001150;O0051888;02.03.2026;2;Customer Changed Mind
R001151;O0028755;10.06.2025;2;Customer Changed Mind
R001152;O0049661;09.06.2026;2;Damaged
R001153;O0042360;19.11.2025;2;Damaged
R001154;O0008403;04.01.2026;2;Customer Changed Mind
R001155;O0048646;16.11.2025;3;Other
R001156;O0026525;10.04.2025;3;Other
R001157;O0033745;17.02.2025;2;Wrong Item
R001158;O0003476;05.03.2026;2;Customer Changed Mind
R001159;O0022945;07.04.2026;3;Late Delivery
R001160;O0026709;23.03.2026;2;Customer Changed Mind
R001161;O0008609;11.10.2025;3;Late Delivery
R001162;O0006103;15.05.2025;1;Wrong Item
R001163;O0015901;30.06.2026;3;Wrong Item
R001164;O0013476;25.02.2026;2;Late Delivery
R001165;O0012797;25.02.2025;1;Other
R001166;O0033597;26.07.2025;2;Customer Changed Mind
R001167;O0045589;10.03.2026;1;Late Delivery
R001168;O0042052;15.05.2026;2;Customer Changed Mind
R001169;O0009680;29.04.2026;2;Customer Changed Mind
R001170;O0005337;03.02.2026;1;Late Delivery
R001171;O0012492;09.06.2025;3;Customer Changed Mind
R001172;O0020107;09.10.2025;3;Wrong Item
R001173;O0028272;16.01.2026;3;Wrong Item
R001174;O0039756;29.07.2025;2;Customer Changed Mind
R001175;O0040042;05.02.2025;-1;Customer Changed Mind
R001176;O0047156;31.07.2025;2;Damaged
R001177;O0005343;16.03.2025;2;Damaged
R001178;O0039061;28.05.2026;2;Late Delivery
R001179;O0008198;30.03.2026;1;Damaged
R001180;O0025043;30.06.2025;2;Damaged
R001181;O0046420;25.12.2025;3;Customer Changed Mind
R001182;O0001166;21.04.2026;1;Other
R001183;O0018634;10.02.2026;3;Customer Changed Mind
R001184;O0055589;03.03.2025;3;Damaged
R001185;O0050888;26.06.2025;1;Customer Changed Mind
R001186;O0057138;06.02.2025;1;Damaged
R001187;O0050542;23.08.2025;2;Wrong Item
R001188;O0007256;29.06.2025;2;Damaged
R001189;O0029807;24.05.2025;3;Late Delivery
R001190;O0000332;21.05.2026;2;Damaged
R001191;O0041782;28.03.2026;3;Wrong Item
R001192;O0026158;14.11.2025;1;Damaged
R001193;O0043893;03.02.2026;2;Late Delivery
R001194;O0042485;28.07.2025;1;Damaged
R001195;O0012124;19.03.2025;3;Customer Changed Mind
R001196;O0048384;15.07.2025;2;Customer Changed Mind
R001197;O0052504;02.01.2026;2;Customer Changed Mind
R001198;O0049883;16.11.2025;3;Customer Changed Mind
R001199;O0014049;18.06.2025;1;Late Delivery
R001200;O0007360;15.09.2025;1;Late Delivery
R001201;O0050009;15.04.2026;1;Wrong Item
R001202;O0021288;04.04.2026;3;Customer Changed Mind
R001203;O0023025;10.12.2025;1;Damaged
R001204;O0020352;22.12.2025;2;Other
R001205;O0013788;31.10.2025;2;Wrong Item
R001206;O0029540;09.02.2025;2;Late Delivery
R001207;O0055437;18.03.2026;2;Damaged
R001208;O0015411;07.04.2026;3;Other
R001209;O0027517;21.02.2026;2;Customer Changed Mind
R001210;O0019618;06.02.2025;2;Customer Changed Mind
R001211;O0015708;03.06.2026;1;Other
R001212;O0011029;29.08.2025;1;Wrong Item
R001213;O0005645;26.12.2025;1;Other
R001214;O0058763;08.05.2026;3;Damaged
R001215;O0003542;16.02.2026;3;Other
R001216;O0006782;30.01.2026;3;Wrong Item
R001217;O0021256;29.01.2026;2;Damaged
R001218;O0047829;12.08.2025;2;Late Delivery
R001219;O0020196;16.02.2026;2;Other
R001220;O0031840;04.06.2026;1;Late Delivery
R001221;O0051630;29.08.2025;3;Late Delivery
R001222;O0008083;03.01.2026;3;Late Delivery
R001223;O0031193;13.07.2026;1;Wrong Item
R001224;O0005707;20.05.2025;1;Late Delivery
R001225;O0035185;09.11.2025;2;Other
R001226;O0055562;01.10.2025;2;Damaged
R001227;O0035771;12.05.2026;3;Wrong Item
R001228;O0059269;09.01.2026;2;Customer Changed Mind
R001229;O0022517;03.08.2025;2;Other
R001230;O0048508;28.03.2026;3;Customer Changed Mind
R001231;O0058220;21.08.2025;3;Customer Changed Mind
R001232;O0011461;16.04.2026;1;Customer Changed Mind
R001233;O0031561;22.01.2026;3;Late Delivery
R001234;O0030203;26.04.2026;1;Damaged
R001235;O0020733;05.03.2026;1;Late Delivery
R001236;O0049337;14.12.2025;1;Customer Changed Mind
R001237;O0040219;26.11.2025;2;Late Delivery
R001238;O0042540;15.11.2025;2;Customer Changed Mind
R001239;O0042426;25.03.2025;3;Customer Changed Mind
R001240;O0017195;19.12.2025;2;Damaged
R001241;O0019012;07.08.2025;2;Customer Changed Mind
R001242;O0052479;26.01.2026;3;Late Delivery
R001243;O0042597;25.05.2025;3;Customer Changed Mind
R001244;O0058952;01.08.2025;3;Damaged
R001245;O0050548;27.03.2026;3;Customer Changed Mind
R001246;O0016846;15.05.2026;2;Damaged
R001247;O0027337;20.08.2025;2;Other
R001248;O0014137;15.08.2025;2;Customer Changed Mind
R001249;O0000934;04.02.2026;2;Late Delivery
R001250;O0021071;26.07.2025;1;Customer Changed Mind
R001251;O0015051;27.01.2026;3;Customer Changed Mind
R001252;O9999999;02.05.2025;2;Wrong Item
R001253;O0047688;08.01.2026;1;Other
R001254;O0047098;09.05.2025;2;Customer Changed Mind
R001255;O0032010;22.11.2025;2;Late Delivery
R001256;O0031904;31.08.2025;1;Late Delivery
R001257;O9999999;28.03.2026;2;Wrong Item
R001258;O0030008;26.10.2025;1;Other
R001259;O0006328;26.03.2026;1;Customer Changed Mind
R001260;O0047440;16.02.2026;2;Wrong Item
R001261;O0040154;11.03.2026;3;Customer Changed Mind
R001262;O0016787;28.06.2025;3;Other
R001263;O0059592;23.05.2025;2;Late Delivery
R001264;O0036774;13.11.2025;3;Wrong Item
R001265;O0008887;17.06.2025;1;Damaged
R001266;O0013122;05.01.2026;1;Damaged
R001267;O0053434;20.11.2025;3;Damaged
R001268;O0019533;24.10.2025;1;Wrong Item
R001269;O0036253;17.11.2025;3;Customer Changed Mind
R001270;O0004214;26.04.2025;2;Damaged
R001271;O0054764;10.07.2025;1;Other
R001272;O0040011;08.05.2025;3;Other
R001273;O0029979;30.06.2026;3;Other
R001274;O0004630;30.09.2025;2;Customer Changed Mind
R001275;O0029795;25.02.2026;1;Wrong Item
R001276;O0058729;08.04.2025;3;Customer Changed Mind
R001277;O0008956;12.06.2026;3;Wrong Item
R001278;O0043608;13.02.2025;3;Wrong Item
R001279;O0002034;24.06.2025;1;Customer Changed Mind
R001280;O0017005;26.06.2025;3;Other
R001281;O0000698;08.10.2025;3;Wrong Item
R001282;O0020885;19.02.2025;2;Customer Changed Mind
R001283;O0048971;26.07.2025;3;Late Delivery
R001284;O0023383;14.01.2026;3;Damaged
R001285;O0047847;21.10.2025;3;Other
R001286;O0005789;11.06.2025;2;Late Delivery
R001287;O0038125;25.04.2026;1;Customer Changed Mind
R001288;O0048022;26.12.2025;2;Customer Changed Mind
R001289;O9999999;14.02.2026;3;Late Delivery
R001290;O0022611;05.05.2025;3;Other
R001291;O0028762;20.08.2025;3;Wrong Item
R001292;O0040432;20.10.2025;2;Damaged
R001293;O0043016;07.08.2025;2;Other
R001294;O0029116;13.05.2026;3;Customer Changed Mind
R001295;O0020407;13.01.2026;3;Damaged
R001296;O0005115;10.02.2026;2;Customer Changed Mind
R001297;O0018981;11.06.2025;2;Other
R001298;O0058207;09.03.2025;3;Damaged
R001299;O0023127;19.02.2026;1;Customer Changed Mind
R001300;O0019446;30.01.2026;2;Other
R001301;O0050423;24.05.2025;1;Damaged
R001302;O0043326;02.09.2025;3;Wrong Item
R001303;O0038848;10.09.2025;3;Customer Changed Mind
R001304;O0005012;13.04.2025;2;Damaged
R001305;O0035745;12.07.2026;3;Late Delivery
R001306;O0059911;10.03.2026;1;Late Delivery
R001307;O0030901;25.02.2025;1;Customer Changed Mind
R001308;O0046338;05.05.2025;2;Wrong Item
R001309;O0026719;03.02.2025;1;Damaged
R001310;O0016762;10.04.2025;1;Customer Changed Mind
R001311;O0027473;07.04.2025;2;Wrong Item
R001312;O0011752;22.10.2025;1;Customer Changed Mind
R001313;O0006408;14.04.2026;2;Other
R001314;O0017943;07.06.2025;3;Customer Changed Mind
R001315;O0042076;03.06.2026;2;Other
R001316;O0054920;08.09.2025;1;Other
R001317;O0036098;14.07.2025;3;Customer Changed Mind
R001318;O0059899;05.04.2025;2;Damaged
R001319;O0038704;10.08.2025;1;Customer Changed Mind
R001320;O0056663;22.04.2025;1;Damaged
R001321;O0050167;26.06.2026;2;Customer Changed Mind
R001322;O0040370;24.08.2025;3;Other
R001323;O0040511;17.07.2025;3;Damaged
R001324;O0049481;10.09.2025;2;Wrong Item
R001325;O0038685;19.05.2025;1;Wrong Item
R001326;O0028742;22.03.2025;1;Customer Changed Mind
R001327;O0003180;17.06.2026;3;Other
R001328;O0056872;20.05.2025;3;Customer Changed Mind
R001329;O0037095;11.08.2025;3;Wrong Item
R001330;O0005700;18.12.2025;2;Wrong Item
R001331;O0002673;28.07.2025;1;Damaged
R001332;O0048651;12.02.2025;-1;Customer Changed Mind
R001333;O0052077;19.09.2025;2;Late Delivery
R001334;O0052788;01.10.2025;1;Wrong Item
R001335;O0022693;16.09.2025;3;Late Delivery
R001336;O0017901;17.09.2025;1;Customer Changed Mind
R001337;O0057785;27.05.2026;3;Customer Changed Mind
R001338;O0021459;31.03.2026;3;Customer Changed Mind
R001339;O0024438;05.12.2025;2;Customer Changed Mind
R001340;O0052885;06.09.2025;2;Other
R001341;O0019433;09.01.2026;3;Damaged
R001342;O0059604;15.05.2025;2;Customer Changed Mind
R001343;O0007840;26.05.2025;2;Wrong Item
R001344;O0021402;19.11.2025;1;Customer Changed Mind
R001345;O0054849;02.07.2025;3;Customer Changed Mind
R001346;O0049510;20.03.2025;2;Customer Changed Mind
R001347;O0001009;15.04.2025;1;Wrong Item
R001348;O0020730;16.04.2025;2;Wrong Item
R001349;O0057939;06.05.2026;2;Damaged
R001350;O0038198;19.07.2025;3;Customer Changed Mind
R001351;O0037983;27.08.2025;1;Customer Changed Mind
R001352;O0041699;30.11.2025;3;Other
R001353;O0004731;07.06.2025;2;Damaged
R001354;O0052255;19.08.2025;1;Wrong Item
R001355;O0026552;12.02.2025;2;Wrong Item
R001356;O0056400;26.04.2026;1;Wrong Item
R001357;O0043947;09.03.2026;2;Wrong Item
R001358;O0029663;14.06.2026;1;Damaged
R001359;O0034073;23.05.2026;1;Late Delivery
R001360;O0050748;26.08.2025;2;Other
R001361;O0035003;08.06.2025;1;Damaged
R001362;O0014938;06.12.2025;2;Customer Changed Mind
R001363;O0024112;15.04.2026;3;Customer Changed Mind
R001364;O0057197;20.09.2025;2;Wrong Item
R001365;O0030360;22.05.2026;1;Late Delivery
R001366;O0040113;14.07.2026;1;Late Delivery
R001367;O0040986;13.03.2025;1;Customer Changed Mind
R001368;O0033200;09.02.2025;2;Customer Changed Mind
R001369;O0027631;29.11.2025;1;Customer Changed Mind
R001370;O0035226;10.02.2026;1;Customer Changed Mind
R001371;O0045644;14.05.2026;3;Wrong Item
R001372;O0012440;03.06.2025;1;Other
R001373;O0043096;22.09.2025;3;Customer Changed Mind
R001374;O0054270;22.06.2025;2;Customer Changed Mind
R001375;O0043074;29.09.2025;3;Wrong Item
R001376;O0018728;14.05.2026;2;Customer Changed Mind
R001377;O0034377;22.03.2026;1;Wrong Item
R001378;O0047654;08.07.2025;2;Customer Changed Mind
R001379;O0031618;16.06.2025;2;Late Delivery
R001380;O0025747;19.10.2025;2;Other
R001381;O0053303;11.02.2026;2;Other
R001382;O0052505;28.03.2026;2;Other
R001383;O0045792;10.08.2025;1;Other
R001384;O0014533;28.05.2025;2;Customer Changed Mind
R001385;O0010751;04.06.2025;2;Wrong Item
R001386;O0025066;08.02.2025;1;Damaged
R001387;O0014403;18.10.2025;1;Other
R001388;O0025815;21.06.2026;2;Customer Changed Mind
R001389;O0048190;09.04.2026;2;Other
R001390;O0012305;11.05.2026;2;Late Delivery
R001391;O0033891;08.12.2025;1;Wrong Item
R001392;O0053432;01.04.2026;1;Other
R001393;O0016516;16.10.2025;2;Customer Changed Mind
R001394;O0033117;29.04.2025;3;Late Delivery
R001395;O0017077;14.04.2026;3;Damaged
R001396;O0021730;18.04.2025;2;Wrong Item
R001397;O0018989;17.09.2025;-1;Damaged
R001398;O0015490;10.01.2026;1;Damaged
R001399;O0051191;16.05.2026;1;Damaged
R001400;O0058054;23.04.2025;2;Customer Changed Mind
R001401;O0032980;24.10.2025;3;Customer Changed Mind
R001402;O0045752;31.05.2025;1;Damaged
R001403;O0056622;02.06.2025;1;Damaged
R001404;O0043426;25.11.2025;2;Late Delivery
R001405;O0046016;12.12.2025;2;Late Delivery
R001406;O0034328;27.02.2026;1;Other
R001407;O0047249;02.07.2025;1;Customer Changed Mind
R001408;O0004891;19.08.2025;2;Damaged
R001409;O0011998;12.01.2026;2;Late Delivery
R001410;O0029627;05.07.2025;2;Wrong Item
R001411;O0005654;28.09.2025;3;Customer Changed Mind
R001412;O0007453;13.06.2026;3;Damaged
R001413;O0053505;22.01.2026;1;Other
R001414;O0012419;10.02.2025;1;Wrong Item
R001415;O0033895;03.07.2025;3;Late Delivery
R001416;O0023984;10.03.2025;1;Damaged
R001417;O0051807;29.08.2025;3;Wrong Item
R001418;O0033934;22.05.2026;1;Customer Changed Mind
R001419;O0032687;08.03.2025;1;Late Delivery
R001420;O0033337;02.02.2026;1;Damaged
R001421;O0039529;28.03.2025;1;Customer Changed Mind
R001422;O0002564;06.12.2025;1;Wrong Item
R001423;O0011809;06.07.2025;3;Other
R001424;O0002668;25.02.2025;3;Wrong Item
R001425;O0035150;24.09.2025;1;Customer Changed Mind
R001426;O0031591;13.03.2025;2;Customer Changed Mind
R001427;O0041861;04.03.2026;-1;Customer Changed Mind
R001428;O0034631;13.06.2026;1;Wrong Item
R001429;O0018824;09.04.2026;3;Late Delivery
R001430;O0018646;23.07.2025;3;Customer Changed Mind
R001431;O0004580;31.05.2025;2;Damaged
R001432;O0036522;04.11.2025;1;Customer Changed Mind
R001433;O0016547;14.06.2026;3;Wrong Item
R001434;O0043870;04.08.2025;3;Customer Changed Mind
R001435;O0049697;24.10.2025;1;Customer Changed Mind
R001436;O0004750;28.05.2025;3;Damaged
R001437;O0054365;29.05.2026;1;Customer Changed Mind
R001438;O0019754;29.05.2025;2;Late Delivery
R001439;O0019467;22.06.2026;2;Other
R001440;O0027354;05.12.2025;2;Customer Changed Mind
R001441;O0058794;15.05.2025;2;Wrong Item
R001442;O0032791;14.12.2025;1;Wrong Item
R001443;O0053393;23.04.2025;2;Other
R001444;O0031837;28.05.2026;2;Customer Changed Mind
R001445;O0050040;15.04.2026;2;Wrong Item
R001446;O0011433;14.03.2025;2;Damaged
R001447;O0035597;09.02.2026;2;Other
R001448;O0024663;06.08.2025;2;Wrong Item
R001449;O0042320;10.02.2025;2;Customer Changed Mind
R001450;O0010036;05.03.2026;2;Customer Changed Mind
R001451;O0057278;09.01.2026;2;Customer Changed Mind
R001452;O0057982;05.02.2026;2;Damaged
R001453;O0006758;07.03.2026;1;Customer Changed Mind
R001454;O0004719;22.09.2025;2;Late Delivery
R001455;O0042197;07.05.2025;2;Damaged
R001456;O0059905;12.02.2025;2;Late Delivery
R001457;O0041163;14.05.2026;3;Customer Changed Mind
R001458;O0033688;02.02.2026;3;Customer Changed Mind
R001459;O0039403;02.12.2025;1;Other
R001460;O0007617;19.03.2026;2;Other
R001461;O0056370;17.10.2025;3;Damaged
R001462;O0030113;19.05.2026;2;Wrong Item
R001463;O0000684;04.10.2025;1;Damaged
R001464;O0053121;04.12.2025;1;Late Delivery
R001465;O0012609;19.04.2026;3;Other
R001466;O0051970;13.11.2025;3;Wrong Item
R001467;O0009177;02.02.2025;3;Wrong Item
R001468;O0028904;07.04.2026;1;Late Delivery
R001469;O0004319;26.01.2026;2;Late Delivery
R001470;O0003599;16.06.2026;3;Customer Changed Mind
R001471;O0044035;20.04.2025;3;Customer Changed Mind
R001472;O0017416;04.02.2025;3;Customer Changed Mind
R001473;O0056867;12.07.2026;2;Other
R001474;O0015178;13.06.2026;2;Customer Changed Mind
R001475;O0048785;18.11.2025;2;Other
R001476;O0009815;05.05.2025;2;Damaged
R001477;O0005293;04.03.2025;1;Wrong Item
R001478;O0026382;23.07.2025;3;Late Delivery
R001479;O0043881;29.06.2025;2;Customer Changed Mind
R001480;O0019005;18.05.2026;1;Damaged
R001481;O0020161;28.01.2026;2;Customer Changed Mind
R001482;O0015538;13.11.2025;3;Damaged
R001483;O0049771;29.01.2026;1;Wrong Item
R001484;O0027455;26.03.2026;3;Wrong Item
R001485;O0019098;15.06.2025;1;Wrong Item
R001486;O0029082;07.12.2025;2;Late Delivery
R001487;O0052387;25.10.2025;3;Customer Changed Mind
R001488;O0023251;16.06.2025;2;Damaged
R001489;O0013168;08.06.2026;3;Wrong Item
R001490;O0022769;06.06.2026;1;Customer Changed Mind
R001491;O0039959;23.05.2025;3;Damaged
R001492;O0028089;13.07.2025;1;Customer Changed Mind
R001493;O0044516;25.04.2026;1;Customer Changed Mind
R001494;O0022930;26.01.2026;3;Damaged
R001495;O0032214;28.02.2025;3;Other
R001496;O0057631;18.01.2026;1;Damaged
R001497;O0002973;26.02.2026;3;Damaged
R001498;O0016630;21.02.2026;2;Late Delivery
R001499;O0003882;11.11.2025;-1;Customer Changed Mind
R001500;O0040197;03.12.2025;1;Customer Changed Mind
R001501;O0011155;16.11.2025;1;Other
R001502;O0007748;08.05.2025;1;Damaged
R001503;O0007340;30.06.2026;2;Damaged
R001504;O0009239;20.02.2025;3;Wrong Item
R001505;O0049304;28.05.2026;3;Customer Changed Mind
R001506;O0033917;19.04.2025;2;Customer Changed Mind
R001507;O0037845;14.12.2025;1;Wrong Item
R001508;O0028262;12.05.2026;2;Customer Changed Mind
R001509;O0021154;10.07.2025;1;Wrong Item
R001510;O0038356;05.09.2025;2;Damaged
R001511;O0040356;10.03.2026;2;Customer Changed Mind
R001512;O0015659;10.07.2026;1;Customer Changed Mind
R001513;O0049115;01.01.2026;2;Wrong Item
R001514;O0047413;19.08.2025;2;Customer Changed Mind
R001515;O0000477;19.04.2025;3;Damaged
R001516;O0038280;30.06.2026;3;Late Delivery
R001517;O0050086;06.10.2025;3;Other
R001518;O0056709;01.02.2025;3;Wrong Item
R001519;O0050054;15.01.2026;3;Customer Changed Mind
R001520;O0041531;02.12.2025;1;Wrong Item
R001521;O0005133;12.02.2025;3;Wrong Item
R001522;O0045692;25.05.2025;1;Customer Changed Mind
R001523;O0014784;03.03.2025;2;Late Delivery
R001524;O0048572;10.04.2025;2;Wrong Item
R001525;O0045323;08.04.2026;3;Other
R001526;O0044588;16.09.2025;3;Late Delivery
R001527;O0052371;12.08.2025;2;Damaged
R001528;O0041392;11.02.2025;1;Wrong Item
R001529;O0030868;11.03.2025;3;Customer Changed Mind
R001530;O0035949;16.03.2026;2;Customer Changed Mind
R001531;O0049623;01.03.2026;3;Other
R001532;O0019958;01.09.2025;2;Wrong Item
R001533;O0014648;29.09.2025;2;Late Delivery
R001534;O0030873;04.01.2026;3;Damaged
R001535;O0058001;09.04.2026;3;Late Delivery
R001536;O0040817;24.02.2025;3;Wrong Item
R001537;O0047409;13.06.2025;1;Damaged
R001538;O0059904;20.08.2025;3;Customer Changed Mind
R001539;O0039822;27.06.2026;1;Wrong Item
R001540;O0006840;27.01.2026;2;Wrong Item
R001541;O0009065;26.04.2025;3;Wrong Item
R001542;O0057727;19.12.2025;3;Wrong Item
R001543;O0049789;23.05.2026;2;Other
R001544;O0001906;03.07.2025;2;Customer Changed Mind
R001545;O0058768;04.06.2025;1;Customer Changed Mind
R001546;O0049049;19.05.2026;3;Wrong Item
R001547;O0054851;30.04.2026;2;Damaged
R001548;O0024418;23.07.2025;2;Customer Changed Mind
R001549;O0006441;16.11.2025;1;Wrong Item
R001550;O0040429;08.07.2025;3;Customer Changed Mind
R001551;O0035716;24.10.2025;1;Wrong Item
R001552;O0027611;24.02.2026;3;Late Delivery
R001553;O0012948;17.06.2026;1;Customer Changed Mind
R001554;O0000094;05.06.2026;3;Wrong Item
R001555;O0018079;13.07.2025;2;Customer Changed Mind
R001556;O0033700;21.10.2025;2;Damaged
R001557;O0020251;02.02.2025;2;Other
R001558;O0011047;27.09.2025;1;Damaged
R001559;O0006890;23.01.2026;3;Wrong Item
R001560;O0026005;30.09.2025;3;Other
R001561;O0045723;07.05.2025;1;Customer Changed Mind
R001562;O0028678;03.11.2025;3;Other
R001563;O0014188;09.05.2026;3;Customer Changed Mind
R001564;O0055769;10.12.2025;2;Damaged
R001565;O0023362;10.02.2026;2;Damaged
R001566;O0006735;07.01.2026;2;Customer Changed Mind
R001567;O0024514;14.02.2026;2;Customer Changed Mind
R001568;O0001319;14.09.2025;3;Customer Changed Mind
R001569;O0029481;28.08.2025;3;Damaged
R001570;O0051366;28.03.2025;1;Customer Changed Mind
R001571;O0048018;10.10.2025;1;Wrong Item
R001572;O0049763;08.04.2025;3;Customer Changed Mind
R001573;O0051096;06.04.2025;2;Customer Changed Mind
R001574;O0024274;24.07.2025;1;Customer Changed Mind
R001575;O0015616;12.05.2025;2;Customer Changed Mind
R001576;O0001116;23.09.2025;2;Customer Changed Mind
R001577;O0006497;10.01.2026;2;Late Delivery
R001578;O0024907;02.07.2025;2;Customer Changed Mind
R001579;O0036105;15.04.2025;1;Wrong Item
R001580;O0033306;03.09.2025;2;Customer Changed Mind
R001581;O0011109;26.08.2025;2;Customer Changed Mind
R001582;O0005193;29.11.2025;1;Damaged
R001583;O0054546;12.07.2026;1;Damaged
R001584;O0015137;22.09.2025;2;Customer Changed Mind
R001585;O0023111;13.06.2025;3;Wrong Item
R001586;O0017579;04.06.2026;3;Late Delivery
R001587;O0011223;29.06.2025;3;Late Delivery
R001588;O0050755;11.12.2025;1;Late Delivery
R001589;O0052701;30.10.2025;2;Wrong Item
R001590;O0022343;12.04.2025;1;Damaged
R001591;O0013920;06.05.2025;1;Late Delivery
R001592;O0056429;25.03.2025;3;Other
R001593;O0046845;20.02.2025;2;Late Delivery
R001594;O0032117;08.04.2026;3;Damaged
R001595;O0032182;19.04.2026;2;Other
R001596;O0043956;07.02.2026;3;Other
R001597;O0050465;22.12.2025;2;Other
R001598;O0027317;26.03.2025;1;Damaged
R001599;O0031011;01.03.2026;1;Wrong Item
R001600;O0047752;19.11.2025;1;Damaged
R001601;O0048822;29.04.2026;3;Wrong Item
R001602;O0024186;29.06.2026;3;Customer Changed Mind
R001603;O0004382;05.10.2025;1;Other
R001604;O0052345;04.11.2025;2;Other
R001605;O0045427;31.05.2025;2;Damaged
R001606;O0036134;01.03.2025;1;Wrong Item
R001607;O0029223;24.06.2025;1;Damaged
R001608;O0055888;05.07.2026;2;Wrong Item
R001609;O0052757;08.09.2025;2;Wrong Item
R001610;O0030879;17.04.2025;1;Customer Changed Mind
R001611;O0012049;18.06.2025;1;Other
R001612;O0008606;08.05.2025;1;Customer Changed Mind
R001613;O0056537;05.09.2025;2;Damaged
R001614;O0056617;02.02.2026;1;Damaged
R001615;O0041546;12.07.2026;3;Damaged
R001616;O0039377;17.09.2025;1;Customer Changed Mind
R001617;O0001056;25.03.2025;2;Other
R001618;O0014740;30.05.2026;1;Customer Changed Mind
R001619;O0045104;10.03.2026;2;Customer Changed Mind
R001620;O0055765;11.06.2025;1;Customer Changed Mind
R001621;O0016949;01.06.2026;3;Wrong Item
R001622;O0055245;22.09.2025;2;Other
R001623;O0044905;16.10.2025;3;Other
R001624;O0001525;14.06.2025;2;Customer Changed Mind
R001625;O0027294;16.12.2025;2;Damaged
R001626;O0031594;14.10.2025;3;Customer Changed Mind
R001627;O0028509;13.03.2025;2;Customer Changed Mind
R001628;O0013430;29.09.2025;3;Customer Changed Mind
R001629;O0010576;11.09.2025;1;Other
R001630;O0019035;11.08.2025;1;Wrong Item
R001631;O0008741;15.05.2025;3;Late Delivery
R001632;O0018758;23.05.2026;2;Damaged
R001633;O0051276;22.07.2025;1;Customer Changed Mind
R001634;O0051272;06.09.2025;2;Customer Changed Mind
R001635;O0008961;06.08.2025;1;Damaged
R001636;O0036073;23.08.2025;3;Damaged
R001637;O0035201;23.05.2025;2;Damaged
R001638;O0051262;16.05.2026;1;Customer Changed Mind
R001639;O0053966;25.03.2026;1;Customer Changed Mind
R001640;O0029445;27.02.2026;2;Damaged
R001641;O0056614;13.05.2026;3;Other
R001642;O0021456;09.04.2026;1;Customer Changed Mind
R001643;O0043037;24.06.2026;1;Wrong Item
R001644;O0011851;08.03.2025;1;Damaged
R001645;O0015251;20.12.2025;3;Wrong Item
R001646;O0050411;29.01.2026;2;Damaged
R001647;O0025636;19.06.2025;3;Damaged
R001648;O0051601;07.10.2025;1;Customer Changed Mind
R001649;O0011906;16.07.2025;3;Late Delivery
R001650;O0035240;19.04.2025;2;Late Delivery
R001651;O0048975;26.05.2025;3;Other
R001652;O0034274;12.06.2025;3;Wrong Item
R001653;O0041302;08.04.2025;3;Other
R001654;O0044567;09.05.2025;3;Other
R001655;O0029014;15.07.2025;3;Wrong Item
R001656;O0048396;29.06.2025;3;Customer Changed Mind
R001657;O0040606;01.09.2025;1;Damaged
R001658;O0032923;30.06.2025;1;Wrong Item
R001659;O0006975;28.11.2025;3;Damaged
R001660;O0047823;23.07.2025;1;Customer Changed Mind
R001661;O9999999;02.08.2025;2;Customer Changed Mind
R001662;O0000943;21.06.2026;1;Other
R001663;O0000785;29.01.2026;3;Damaged
R001664;O0017808;12.11.2025;2;Damaged
R001665;O0024490;09.03.2025;3;Wrong Item
R001666;O0038892;17.05.2025;3;Other
R001667;O0045309;10.07.2025;2;Damaged
R001668;O0056297;02.03.2026;2;Other
R001669;O0057158;05.11.2025;3;Late Delivery
R001670;O0000147;13.02.2026;2;Damaged
R001671;O0024142;09.05.2025;1;Customer Changed Mind
R001672;O0019188;15.08.2025;3;Damaged
R001673;O0038336;11.07.2025;3;Damaged
R001674;O0025584;04.11.2025;2;Damaged
